,prompt,completion
830,"He had lived in Alice Springs for at least three years, but he appeared to have no friends, no one had even properly spoken to him except the mail collector three years ago. Yet he had to be a real person, he definitely had a real body; that is, of course, if the body was really his. The Toyota was linked to the billabong, and the Toyota was linked to him. But there was nothing to link him to the billabong, or anywhere else, except the", Toyota
831,"""Put your arms around my neck, Tempest,"" he ordered softly, his voice a blend of huskiness and hypnotic power.

Rusti reluctantly complied, and he lifted her up, forcing her to look into his black, burning eyes. She almost groaned. She could get lost in his eyes. No one should have those eyes.

""I want you to hear me this time,", Tempest
832,"When he'd been close to her in that alley, when her body had been pressed against his, the scent of sweet honey had teased his nose. So maybe he wanted to catch that scent again.

Or maybe he just wanted to be closer to her.

""Ditch any lovers lately?"" Saxon asked her because a woman like her, she'd have plenty of", lovers
833,"""

""Nothing, if ye don't mind riding in a sea of silk, "" Henry muttered in disgust. ""It's too damnsmall forthe three of us, let alone all four.""

""Well, he can just follow inhiscarriage, "" she argued, but not with verymuch force behind it. A momentlater, as Henry pursed his lips and looked downhis nose at her, she heavedasigh and started out of the", carriage
834,"Ellen loves to knit and she's already taught three of her friends. Her teacher was so impressed she thought it might be a good idea for the whole class to learn.""

Evelyn nodded approvingly. ""Ellen's teacher mentioned that to me. She said knitting will help the children with math concepts and learning patience. It'll also give them a sense of", achievement
835,"But Amelia had found out about ""Killz"".  That was some spray on stuff that covered up color and pencil marks and blended into the paint.
""What do you want?"" Belle called.
""Umm, nothing.  We don't want anything.""
The boys walked into the kitchen and stood staring at", Belle
836,"She grabbed Dante's arms and started dragging him back toward that elevator. They'd get down to the lower floor, then he could heal. All she had to do was buy him some time. Just a little time.

When he rose, would he even remember her?

Coughing, choking on that smoke, she made it to the", elevator
837,"She guided Clara out to the street where the crowd had swelled and mounted police pranced their horses menacingly around the edges.
‘Clara! Clara!’ It was Mary pushing through the throng, one hand holding a placard above her head.
At the sight of Mary Clara burst into tears. ‘What am I going to do,", Mary
838,"I would have felt pretty lame, except Bex was totally thrown too.

""Hey there, Lizzie,"" Bex said with what little breath she could draw. ""Have a nice holiday?""

But I doubt Liz even heard.

""Why didn't you two call me? Why didn't you e-mail or write or ..."" She pulled back, then looked from me to", Bex
839,"Tanner’s muffled shouting seemed to hurt his ears, as he covered them, backing away momentarily, dropping a length of garden hose which hit the floor with a strange heavy thud. Tanner saw that it was taped off on both ends. Tanner stared at it in disbelief. Jay recovered his composure almost immediately, and a new calm seemed to pass over him. 
“Why did you have to go there,", Tanner
840,"Using her kinetics to swirl dirt like a small tornado, she whipped it up until dust flew into his eyes.

While the old guy lashed out blindly, Evalle dragged Kell out of the fog zone. Once he had taken a few breaths, she shook him. ""Are you with me now,", Kell
841,"""Vikus, I cannot -"" stammered Hamnet.

""You can! Only think about it. Think of the child. If something should happen to you."" Vikus pulled back, almost shaking Hamnet by his shoulders. ""What do you do here that you could not do there?""

""I do no harm,"" said", Hamnet
842,"She opened the patio door and let herself back into the front room, where she'd left her brightly patterned satchel. ""So don't feel like you missed out on anything, because you really didn't. It's been a while and I'm pretty rusty in that area. So seriously, this is probably for the best."" She said all of this loudly, so he could hear her from the", patio
843,"“A Memorex?” Mark studied the golden orb sitting in the palm of his hand. 
A whisper of noise floated down the stairway. Mark and Jason tensed, listening intently for any other sounds that someone was there but all they heard was Tyler mumbling about birds and cages. After a moment Jason looked at Tyler’s vacant expression then back at", Mark
844,"""Some soup, my lord,"" said the woman beside me. ""Only a little for you have been starving.""

I drank.

""No more. You sleep.""

And beneath the tent I did.

The desert cooled, but I never lacked for robes or blankets. Soup again, take this, and then", sleep
845,"""You know I can see you perfectly, right?""

I guess I was more obvious than I thought.

""Good night, Levi."" I rolled over.

""I'm not ready to say goodnight."" He moved behind me, his arms wrapped around my waist.

""You were ready to fall asleep", earlier
846,"“We had a lot of fun, didn’t we?”
Anna stood on the bottom of the step and handed me the top to a pair of long underwear. “This will have to do. I’ve seen some reenactors wearing long underwear tops.”
I took the shirt and said, “You surprise me a little,", Anna
847,"""We'll figure something out. So you're more comfortable.""

""Why are you here?"" asked Tori, hoping her sister would hurry up and leave.

""I brought you something.""

Andra moved her hand and the flare of fire stabbed Tori's eyes. She hissed in pain, falling to a crouch to cover her head so she wouldn't get", burned
848,"But I digresseth, for it was the manner of Corgley’s death which did draw suche greate attention from ye populace, for he was walking as normale down the center streete, when suddenly a gashe of large proportiones did appear upon his neck and arms, and he did vanish in a fountain of bloode, from which his bodie could not be founde. The terrible power of ye Daemon of Gorey’s Hollow has become apparent, and it seems as if his power doth extend beyond the Hollow itselfe.

Reinhouer flipped ahead three more pages, to the next entry:

Three more have met their endes at my request at the handes of ye Daemon of Gorey’s", Hollow
